All,બધા
"Save User","વપરાશકર્તા સાચવો"
"Delete User","વપરાશકર્તાને કાઢી નાખો"
"Are you sure you want to revoke the user's tokens?","શું તમે ખરેખર વપરાશકર્તાના ટોકન્સ રદ કરવા માંગો છો?"
"Force Sign-In","સાઇન ઇન પર દબાણ કરો"
"Edit User '%1'","વપરાશકર્તા '%1' સંપાદિત કરો"
"New User","નવા વપરાશકર્તા"
"User Email","વપરાશકર્તા ઇમેઇલ"
"Password Confirmation","પાસવર્ડ ખાતરી"
"Interface Locale","ઇંટરફેસ લોકેલ"
"This account is","આ એકાઉન્ટ છે"
"Account Status","ખાતાની સ્થિતિ"
"User Roles Information","વપરાશકર્તાની ભૂમિકાની માહિતી"
Assigned,સોંપ્યું
"User Information","વપરાશકર્તા માહિતી"
"User Info","વપરાશકર્તા માહિતી"
"User Role","વપરાશકર્તાની ભૂમિકા"
"Please correct the password reset token.","કૃપા કરીને પાસવર્ડ રીસેટ ટોકનને ઠીક કરો."
"Please specify the correct account and try again.","કૃપા કરી સાચું એકાઉન્ટ સ્પષ્ટ કરો અને ફરીથી પ્રયાસ કરો."
"Your password reset link has expired.","તમારી પાસવર્ડ ફરીથી સેટ કરવાની લિંક સમાપ્ત થઈ ગઈ છે."
"We'll email you a link to reset your password.","અમે તમને તમારો પાસવર્ડ ફરીથી સેટ કરવા માટે એક લિંક ઇમેઇલ કરીશું."
"Please correct this email address:","કૃપા કરીને આ ઇમેઇલ સરનામું સુધારો:"
"Please enter an email address.","કૃપા કરીને એક ઇમેઇલ સરનામું દાખલ કરો."
"You updated your password.","તમે તમારો પાસવર્ડ અપડેટ કર્યો"
"Locked Users","લkedક કરેલા વપરાશકર્તાઓ"
"Unlocked %1 user(s).","અનલockedક કરેલ %1 વપરાશકર્તા (ઓ)."
Permissions,પરવાનગી
"You cannot delete your own account.","તમે તમારું પોતાનું એકાઉન્ટ કાઢી શકતા નથી."
"You deleted the user.","તમે વપરાશકર્તાને કાઢી નાખ્યો."
"We can't find a user to delete.","કાઢી નાખવા માટે અમે કોઈ વપરાશકર્તા શોધી શક્યા નથી."
"This user no longer exists.","આ વપરાશકર્તા હવે અસ્તિત્વમાં નથી."
"Edit User","વપરાશકર્તાને સંપાદિત કરો"
"You have revoked the user's tokens.","તમે વપરાશકર્તાના ટોકન્સ રદ કર્યા છે."
"We can't find a user to revoke.","રદબાતલ કરવા માટે અમે કોઈ વપરાશકર્તા શોધી શક્યા નથી."
"You cannot delete self-assigned roles.","તમે સ્વ-સોંપેલ ભૂમિકાઓ કાઢી શકતા નથી."
"You deleted the role.","તમે ભૂમિકા કાઢી નાખી."
"An error occurred while deleting this role.","આ ભૂમિકાને કાtingતી વખતે ભૂલ આવી."
"Edit Role","ભૂમિકા સંપાદિત કરો"
"New Role","નવી ભૂમિકા"
"This role no longer exists.","આ ભૂમિકા હવે અસ્તિત્વમાં નથી."
"You saved the role.","તમે ભૂમિકા બચાવી છે."
"An error occurred while saving this role.","આ ભૂમિકા સાચવતી વખતે ભૂલ આવી."
"You saved the user.","તમે વપરાશકર્તાને સાચવ્યો."
"A user with the same user name or email already exists.","સમાન વપરાશકર્તા નામ અથવા ઇમેઇલ સાથેનો વપરાશકર્તા પહેલેથી જ અસ્તિત્વમાં છે."
Recommended,"ભલામણ કરેલ"
Forced,બળજબરીથી
"Sorry, but this password has already been used. Please create another.","માફ કરશો, પરંતુ આ પાસવર્ડનો ઉપયોગ થઈ ચૂક્યો છે. કૃપા કરીને બીજું બનાવો."
email,ઇમેઇલ
password,પાસવર્ડ
username,"વપરાશકર્તા નામ"
"Please enter a valid email.","કૃપા કરીને માન્ય ઇમેઇલ દાખલ કરો."
"Password is required field.","પાસવર્ડ આવશ્યક ક્ષેત્ર છે."
"Your password must be at least %1 characters.","તમારો પાસવર્ડ ઓછામાં ઓછો %1 અક્ષરોનો હોવો જોઈએ"
"Your password must include both numeric and alphabetic characters.","તમારા પાસવર્ડમાં બંને આંકડાકીય અને આલ્ફાબેટીક અક્ષરો હોવા જોઈએ."
"Your password confirmation must match your password.","તમારી પાસવર્ડ પુષ્ટિ તમારા પાસવર્ડ સાથે મેળ ખાતી હોવી જોઈએ."
"It's time to change your password.","તમારો પાસવર્ડ બદલવાનો આ સમય છે."
"It's time to <a href=""%1"">change your password</a>.","<a href=""%1""> તમારો પાસવર્ડ બદલવા </a> નો સમય છે."
"Your password has expired; please contact your administrator.","તમારો પાસવર્ડ સમાપ્ત થઈ ગયો છે; કૃપા કરીને તમારા વ્યવસ્થાપકનો સંપર્ક કરો."
"Password Help","પાસવર્ડ મદદ"
"Enter your email address.  You will receive an email with a link to reset your password.","તમારુ ઇમેઇલ એડ્રેસ દાખલ કરો. તમે તમારો પાસવર્ડ ફરીથી સેટ કરવા માટે એક લિંક સાથે એક ઇમેઇલ પ્રાપ્ત કરશો."
"Email address","ઈ - મેઈલ સરનામું"
"Retrieve Password","પાસવર્ડ પુન .પ્રાપ્ત કરો"
"Back to Sign in","સાઇન ઇન પર પાછા જાઓ"
"Forgot your password?","તમારો પાસવર્ડ ભૂલી ગયા છો?"
"Reset a Password","પાસવર્ડ ફરીથી સેટ કરો"
"Roles Resources","ભૂમિકા સંસાધનો"
"Resource Access","રિસોર્સ એક્સેસ"
Custom,કસ્ટમ
Resources,સંસાધનો
"Hello,","નમસ્તે,"
"If you have not authorized this action, please contact us immediately at %store_email","જો તમે આ ક્રિયા માટે અધિકૃત નથી, તો કૃપા કરીને %store_email પર તરત જ અમારો સંપર્ક કરો"
"Thanks,","આભાર,"
"Password Reset Confirmation for %name","%name માટે પાસવર્ડ ફરીથી સેટ કરવાની પુષ્ટિ"
"If you requested this change, reset your password here:","જો તમે આ ફેરફારની વિનંતી કરો છો, તો તમારો પાસવર્ડ અહીં ફરીથી સેટ કરો:"
"If you did not make this request, you can ignore this email and your password will remain the same.","જો તમે આ વિનંતી કરી નથી, તો તમે આ ઇમેઇલને અવગણી શકો છો અને તમારો પાસવર્ડ તે જ રહેશે."
"Thank you,","આભાર,"
"New %changes for %user_name","%user_name માટે નવા %changes"
"We have received a request to change the following information associated with your account at %store_name: %changes.","અમને તમારા એકાઉન્ટ સાથે સંકળાયેલી નીચેની માહિતીને %store_name: %changes બદલવાની વિનંતી મળી છે."
"All Users","બધા વપરાશકર્તાઓ"
"User Roles","વપરાશકર્તા ભૂમિકાઓ"
"User Notification Template","વપરાશકર્તા સૂચના Templateાંચો"
"Email template chosen based on theme fallback when ""Default"" option is selected.","જ્યારે ""ડિફaultલ્ટ"" વિકલ્પ પસંદ કરવામાં આવે ત્યારે થીમ ફ fallલબેકના આધારે ઇમેઇલ નમૂના પસંદ કરવામાં આવે છે."
"Maximum Login Failures to Lockout Account","લoutકઆઉટ એકાઉન્ટમાં મહત્તમ લ Loginગિન નિષ્ફળતાઓ"
"We will disable this feature if the value is empty.","જો કિંમત ખાલી હોય તો અમે આ સુવિધાને અક્ષમ કરીશું."
"Lockout Time (minutes)","લockકઆઉટ સમય (મિનિટ)"
"Password Lifetime (days)","પાસવર્ડ લાઇફટાઇમ (દિવસ)"
"Password Change","પાસવર્ડ બદલો"
Unlock,"અનલlockક કરો"
Username,"વપરાશકર્તા નામ"
"Last login","છેલ્લું લ .ગિન"
Failures,નિષ્ફળતા
Unlocked,"અનલockedક કર્યું"
"Wish List","ઇચ્છા યાદી"
"Wish List Sharing","ઇચ્છા સૂચિ વહેંચણી"
